,SPX_Index_Volume,TIP_US_Equity_last,SPX_Index_PE_RATIO,SPX_Index_TO_SALES_RATIO,SPX_Index_GROSS_MARGIN,SPX_Index_TO_BOOK_RATIO,FEDL01 Index,HG1 COMB Comdty,XAG BGN Curncy,US0003M Index,CL1 COMB Comdty,GTDEM10Y Govt,GTJPY10Y Govt,GT2 Govt,BXIIUB10 Index,BXIIUB05 Index,EHUPUS   Index                                                  ,tnx,usd_jpy,ndx,dxy,gold,HSI,T10Y2Y,inflation,SPY_Close,SPY_Volume
2018/7/13,455567199,97.606,20.3176,2.206,33.9,3.3839,1.91,277,15.815,2.336,71.01,0.338,0.035,2.58,103.1634,105.6234,3.93,2.83100009,112.6650009,7375.819824,94.75,1239.599976,18.46,0.24,0.027151557,260.0750122,48216000
2018/7/20,594490837,96.966,20.3245,2.2069,33.9,3.3841,1.91,274.6,15.5141,2.34156,70.46,0.369,0.03,2.594,103.0681,105.4612,3.93,2.894999981,112.362999,7350.22998,94.45999908,1229.5,18.46,0.29,0.027151557,260.1587219,82337700
2018/7/27,552498969,96.6287,20.4435,2.2202,33.91,3.405,1.91,278.75,15.507,2.34238,68.69,0.402,0.099,2.671,103.0798,105.4841,3.93,2.960000038,111.1460037,7296.779785,94.68000031,1222.599976,17.24,0.29,0.027151557,261.7773132,76768700
2018/8/3,525022539,95.6838,21.8977,2.251,33.87,3.3549,1.42,305.85,16.496,2.0714,60.12,0.625,0.048,2.252,101.6742,104.3184,3.93,2.953000069,111.6900024,7395.490234,95.13999939,1214.199951,20.17,0.32,-0.084873276,263.8052063,53935400
2018/8/10,546183422,95.2696,19.6778,2.2156,33.96,3.452,1.42,276.7,14.3705,2.41425,74.29,0.528,0.15,2.887,103.7457,105.984,3.93,2.857000113,111.0910034,7408.299805,96.36000061,1211.099976,18.37,0.26,-0.084873276,263.3958435,77076000
2018/8/17,532721403,97.1996,20.5769,2.2396,33.92,3.4434,1.92,262.9,14.8038,2.31188,65.91,0.304,0.093,2.607,102.9338,105.404,3.93,2.872999907,111.0039978,7377.540039,96.09999847,1176.5,20.49,0.26,-0.084873276,265.163269,65618500
2018/8/24,425807430,97.712,20.7601,2.2586,33.91,3.4723,1.92,270.05,14.8204,2.31725,68.72,0.343,0.095,2.621,103.0462,105.6237,3.93,2.825999975,111.3669968,7485.399902,95.15000153,1206.300049,17.98,0.19,-0.084873276,267.4422607,57487400
2018/8/31,582307208,97.3472,20.8929,2.2768,33.93,3.5067,1.91,264.9,14.5405,2.32075,69.8,0.325,0.101,2.628,102.9933,105.6308,3.93,2.852999926,110.9990005,7654.549805,95.13999939,1200.300049,19.53,0.24,-0.084873276,270.046875,66140800
2018/9/7,486476601,97.5368,20.1928,2.1925,33.9,3.3631,1.91,283.9,16.1158,2.33313,73.85,0.298,0.033,2.56,103.2998,105.7383,3.93,2.941999912,110.4950027,7430.259766,95.37000275,1193.599976,21.34,0.23,-0.156420839,267.5259705,73524800
2018/9/14,474830043,96.5243,20.9139,2.2789,33.92,3.5104,1.92,262.75,14.0617,2.33713,68.99,0.449,0.113,2.78,103.1269,105.6638,3.93,2.993999958,112.012001,7545.5,94.98000336,1195,19,0.21,-0.156420839,270.5769958,55079900
2018/9/21,1951071826,96.3762,21.077,2.2965,33.88,3.5436,1.92,283.65,14.303,2.37263,70.78,0.46,0.126,2.802,103.5703,105.7952,3.93,3.068000078,112.4950027,7531.069824,94.22000122,1196.199951,19.11,0.26,-0.156420839,272.8390503,105479700
2018/9/28,651863125,96.4023,20.998,2.2834,33.88,3.5231,2.18,280.5,14.6554,2.39838,73.25,0.469,0.124,2.821,103.4272,105.8361,3.77,3.055999994,113.3570023,7627.649902,95.19000244,1191.5,18.1,0.24,-0.156420839,271.6523438,70091400
2018/10/5,480887389,96.2645,20.6134,2.1962,33.8,3.3109,1.7,309.25,16.7203,2.355,71.36,0.555,0.047,2.532,103.023,105.199,3.77,3.224999905,113.8939972,7399.009766,95.62000275,1201.199951,20.7,0.35,0.107817751,268.9425354,105951700
2018/10/12,684878106,95.774,17.8799,2.0216,33.89,3.1438,2.2,271.85,14.53,2.77594,51,0.245,0.034,2.73,101.1317,104.4432,3.77,3.141000032,112.0800018,7157.209961,95.22000122,1218.099976,23.76,0.3,0.107817751,257.8511353,183186500
2018/10/19,710204239,95.1388,18.8874,2.128,33.97,3.3153,2.19,277.8,14.6189,2.47719,69.12,0.458,0.144,2.906,103.2099,105.6706,3.77,3.197999954,112.1849976,7107.22998,95.70999908,1225.300049,23.68,0.28,0.107817751,258.1314392,139901600
2018/10/26,870121014,95.5051,18.138,2.0439,33.97,3.1849,2.2,274.1,14.6964,2.52038,67.59,0.351,0.106,2.808,102.7598,105.4401,3.77,3.076999903,112.3499985,6852.399902,96.36000061,1232.5,29.07,0.27,0.107817751,247.9276428,201574600
2018/11/2,870121014,95.5051,18.138,2.0439,33.97,3.1849,2.2,274.1,14.6964,2.52038,67.59,0.351,0.106,2.808,102.7598,105.4401,3.77,3.213999987,112.7149963,6965.290039,96.54000092,1230.900024,24.94,0.31,-0.137115209,254.0574036,122634100
2018/11/9,475957241,96.7509,20.7904,2.2654,33.92,3.4897,1.92,260.4,14.1413,2.33425,69.25,0.429,0.11,2.746,103.244,105.7597,3.77,3.188999891,113.9530029,7039.149902,96.91000366,1206.400024,23.86,0.25,-0.137115209,259.5424805,98812600
2018/11/16,838188083,95.437,18.5901,2.1004,33.95,3.2659,2.2,279.85,14.4245,2.6445,56.46,0.366,0.098,2.802,102.4635,105.3219,3.77,3.073999882,113.5550003,6867.02002,96.47000122,1220.800049,24.21,0.27,-0.137115209,255.7766724,126668000
2018/11/23,291401125,95.0616,17.8839,2.0205,33.95,3.1413,2.2,276.65,14.29,2.69119,50.42,0.339,0.093,2.811,101.9008,104.8656,3.77,3.053999901,112.9779968,6527.350098,96.91999817,1221,23.51,0.24,-0.137115209,245.9840546,42807900
2018/11/30,1126155208,95.3934,18.7221,2.1159,33.93,3.2913,2.2,277.75,14.2048,2.73613,50.93,0.312,0.087,2.787,102.0981,104.9605,3.77,3.013000011,113.4110031,6949.009766,97.26999664,1220.199951,24.14,0.21,-0.137115209,257.5707703,98204200
2018/12/7,495510739,97.4157,20.296,2.2037,33.9,3.3803,1.91,276.8,15.9485,2.33919,70.33,0.355,0.035,2.588,103.1043,105.5597,3.77,2.849999905,112.689003,6613.279785,96.51000214,1246.800049,23.93,0.13,-0.122411963,246.2830658,161018900
2018/12/14,705439559,95.3369,17.6243,1.9927,33.89,3.0988,2.19,276.05,14.5811,2.80069,51.2,0.251,0.027,2.734,100.7321,104.276,3.77,2.891000032,113.5599976,6594.959961,97.44000244,1237,21.9,0.16,-0.122411963,243.3863983,116961100
2018/12/21,2284643404,95.603,16.3817,1.8522,33.89,2.8804,2.4,267.85,14.6529,2.82163,45.59,0.247,0.041,2.641,100.2718,104.0396,3.77,2.792000055,111.1709976,6046.560059,96.95999908,1253.800049,23.68,0.16,-0.122411963,226.2264862,255345600
2018/12/28,600118855,95.8306,16.8981,1.9176,34.16,2.9678,2.4,268.15,15.3839,2.797,45.33,0.238,-0.005,2.518,99.9852,103.959,3.77,2.736000061,110.8550034,6285.27002,96.38999939,1279.900024,27.17,0.2,-0.122411963,232.8525543,153100200
2019/1/4,528797169,98.6505,18.9008,2.1585,34.14,3.3313,2.41,292.45,15.106,2.5955,61.59,-0.028,-0.079,2.334,101.4946,105.0323,3.83,2.65899992,107.8079987,6422.669922,96.19000244,1282.699951,22.96,0.17,-0.187902682,237.2135468,142628800
2019/1/11,510301237,103.3982,20.2071,2.251,33.87,3.4346,1.57,265.3,18.13,1.8905,56.2,-0.384,-0.185,1.554,100.1593,105.1979,3.83,2.700999975,108.2979965,6601.399902,95.66999817,1287.099976,19.64,0.16,-0.187902682,243.4073334,73858100
2019/1/18,784726681,96.1021,17.761,2.0377,33.97,3.1593,2.4,271.9,15.3387,2.761,53.8,0.261,0.009,2.616,100.621,104.3714,3.83,2.78399992,109.1529999,6784.609863,96.33999634,1281.300049,18.63,0.17,-0.187902682,250.4375153,127900300
2019/1/25,639278903,96.0496,17.7197,2.033,33.97,3.1522,2.4,272.9,15.7675,2.75163,53.69,0.191,-0.007,2.607,100.3495,104.2073,3.83,2.753000021,109.5970001,6787.370117,95.79000092,1297.400024,17.77,0.16,-0.187902682,249.7984009,96883400
2019/2/1,637584225,96.0496,16.6638,1.9119,34.03,2.964,2.4,262.3,15.5217,2.79388,46.54,0.164,-0.005,2.47,99.46,103.7436,3.83,2.690999985,108.8440018,6875.52002,95.58000183,1316.900024,18.24,0.18,-0.020048542,253.8210144,85782500
2019/2/8,580375737,102.4968,19.1787,2.1758,34.05,3.3517,2.14,257.15,16.2043,2.23925,55.66,-0.497,-0.17,1.713,100.5199,105.188,3.83,2.631999969,109.7559967,6913.129883,96.63999939,1313.699951,18.31,0.18,-0.020048542,254.2063141,75788900
2019/2/15,693907421,97.0654,18.4433,2.1148,33.98,3.2867,2.4,279.85,15.7875,2.68288,55.59,0.101,-0.027,2.517,100.8489,104.6007,3.83,2.665999889,110.538002,7055.180176,96.91999817,1318.099976,18.13,0.14,-0.020048542,260.6914673,97088700
2019/2/22,537341713,97.4157,18.5542,2.1274,33.98,3.3065,2.4,295.15,15.9237,2.64625,57.26,0.094,-0.044,2.496,101.3842,104.8141,3.83,2.654999971,110.7080002,7090.629883,96.51000214,1329.199951,17.32,0.17,-0.020048542,262.3550415,78114600
2019/3/1,762962293,96.61,16.2513,1.8646,34.03,2.8906,2.4,256.8,15.7415,2.795,47.09,0.151,-0.005,2.38,99.3799,103.7422,3.83,2.755000114,111.3570023,7151.569824,96.52999878,1296.400024,17.1,0.21,0.225235259,263.558075,78880500
2019/3/8,762962293,96.61,16.2513,1.8646,34.03,2.8906,2.4,256.8,15.7415,2.795,47.09,0.151,-0.005,2.38,99.3799,103.7422,3.83,2.625,111.6340027,7015.689941,97.37000275,1297,18.93,0.17,0.225235259,257.9564209,85795800
2019/3/15,1843388633,98.0813,18.7757,2.1509,33.99,3.342,2.4,290.35,15.2877,2.62525,58.52,0.082,-0.041,2.439,101.6806,105.073,3.83,2.592999935,111.7529984,7306.990234,96.59999847,1301.800049,15.3,0.16,0.225235259,265.5591431,81309000
2019/3/22,662539137,98.922,18.6336,2.1327,34,3.3185,2.41,283.6,15.424,2.60988,59.04,-0.016,-0.075,2.319,101.4167,104.9678,3.83,2.454999924,110.8059998,7326.060059,96.65000153,1311.599976,15.86,0.13,0.225235259,263.6144409,122659300
2019/3/29,670334840,99.0183,18.8601,2.1582,33.98,3.3571,2.43,293.6,15.1183,2.59975,60.14,-0.072,-0.091,2.263,101.1297,104.8034,3.87,2.414000034,110.637001,7378.77002,97.27999878,1293,14.73,0.14,0.225235259,266.6636353,82186800
2019/4/5,670334840,99.0183,18.8601,2.1582,33.98,3.3571,2.43,293.6,15.1183,2.59975,60.14,-0.072,-0.091,2.263,101.1297,104.8034,3.87,2.500999928,111.6579971,7578.839844,97.40000153,1290.400024,15.36,0.15,0.071900857,272.4126587,58621700
2019/4/12,528372221,103.9718,20.6192,2.2839,33.78,3.4882,1.55,264.4,16.8557,1.88713,58.43,-0.317,-0.048,1.575,101.1255,105.6483,3.87,2.559999943,111.6210022,7628.149902,96.97000122,1290.599976,15.02,0.16,0.071900857,273.9136047,69727800
2019/4/19,528372221,103.9718,20.6192,2.2839,34.05,3.4882,2.44,264.4,15.032,1.88713,58.43,0.023,-0.035,2.381,102.1687,105.4609,3.87,2.559999943,111.9889984,7689.720215,97.47000122,1271.900024,15.19,0.19,0.071900857,273.7814636,68708500
2019/4/26,541398134,99.3511,19.3349,2.205,34.05,3.4053,2.44,288.65,15.085,2.58275,63.3,-0.023,-0.048,2.283,102.4894,105.5517,3.87,2.505000114,111.5390015,7826.680176,98.01000214,1284.900024,14.74,0.23,0.071900857,276.9816589,50916400
2019/5/3,576038060,97.0129,18.5573,2.1259,33.99,3.3032,2.4,293.6,15.1375,2.60663,56.56,0.167,0.004,2.547,101.4307,104.8415,3.87,2.530999899,111.4950027,7845.72998,97.51999664,1279.199951,14.87,0.21,-0.103289856,277.5669861,56543700
2019/5/10,576038060,97.0129,18.5573,2.1259,33.99,3.3032,2.4,293.6,15.1375,2.60663,56.56,0.167,0.004,2.547,101.4307,104.8415,3.87,2.454999924,109.8069992,7586.529785,97.33000183,1285.699951,21.07,0.21,-0.103289856,271.9689636,112429300
2019/5/17,566146621,99.4517,18.8683,2.1418,34.04,3.3133,2.39,274.8,14.3999,2.52188,62.76,-0.105,-0.059,2.2,101.5123,105.2643,3.87,2.392999887,109.8710022,7503.680176,98,1274.5,18.98,0.19,-0.103289856,269.8354797,100353000
2019/5/24,399877052,99.7845,18.6466,2.1166,34.04,3.2743,2.38,270.65,14.565,2.52488,58.63,-0.118,-0.078,2.165,101.1927,104.9406,3.87,2.323999882,109.5579987,7300.959961,97.61000061,1283,19.11,0.16,-0.103289856,266.9468689,55268100
2019/5/31,591092195,100.9759,18.1835,2.0599,34.03,3.1889,2.4,264,14.5942,2.5025,53.5,-0.204,-0.1,1.924,101.035,104.8909,3.87,2.14199996,109.3570023,7127.959961,97.75,1305.800049,20.85,0.19,-0.103289856,259.8573303,86862800
2019/6/7,591092195,100.9759,18.1835,2.0599,34.03,3.1889,2.4,264,14.5942,2.5025,53.5,-0.204,-0.1,1.924,101.035,104.8909,3.87,2.084000111,108.4540024,7417.290039,96.61000061,1341.199951,17.03,0.24,-0.079175949,271.5441589,74272200
2019/6/14,433947868,100.6669,19.069,2.1614,34.07,3.3132,2.36,262.95,14.8785,2.402,52.51,-0.256,-0.134,1.843,100.292,104.6092,3.87,2.092999935,108.3209991,7479.109863,97.56999969,1340.099976,18.07,0.25,-0.079175949,273.0640259,52324700
2019/6/21,1423703583,101.583,19.4896,2.2088,34.07,3.386,2.38,270.45,15.3473,2.34925,57.43,-0.286,-0.162,1.77,101.336,105.4365,3.87,2.068000078,107.2770004,7728.779785,96.22000122,1396.199951,17.4,0.3,-0.079175949,278.8884888,83309500
2019/6/28,1133181867,101.7327,19.473,2.2039,34.07,3.3758,2.4,270.55,15.315,2.31988,58.47,-0.329,-0.164,1.756,101.0519,105.1409,3.6,2,107.7470016,7671.080078,96.12999725,1409.699951,17.48,0.25,-0.079175949,277.9399109,59350900
2019/7/5,632872756,99.0925,19.0307,2.1603,34.05,3.3414,2.4,279.4,14.9113,2.562,61.4,-0.039,-0.057,2.286,101.7331,105.2313,3.6,2.048000097,107.8079987,7841.299805,97.25,1396.699951,14.7,0.17,0.098866535,283.1192017,51677300
2019/7/12,632872756,99.0925,19.0307,2.1603,34.05,3.3414,2.4,279.4,14.9113,2.562,61.4,-0.039,-0.057,2.286,101.7331,105.2313,3.6,2.105999947,108.5879974,7943.240234,96.80999756,1409.900024,14.21,0.28,0.098866535,285.1966858,40326000
2019/7/19,542235630,102.044,19.4339,2.2065,34.02,3.3978,2.41,274.45,16.1988,2.25938,55.63,-0.325,-0.138,1.821,101.8949,105.7701,3.6,2.048000097,107.401001,7834.899902,97.15000153,1425.099976,15.18,0.25,0.098866535,281.8955994,58678600
2019/7/26,467251910,101.8315,19.7576,2.2434,34.02,3.454,2.4,267.65,16.3989,2.26575,56.2,-0.378,-0.154,1.854,101.8379,105.727,3.6,2.08100009,108.6660004,8016.950195,98.01000214,1418.5,18.08,0.22,0.098866535,286.4868164,45084100
2019/8/2,557587800,96.9954,17.9865,2.0625,33.97,3.207,2.4,281.05,15.8242,2.69775,52.72,0.086,-0.034,2.467,100.5574,104.3612,3.6,1.855000019,107.4309998,7692.799805,98.09999847,1445.599976,19.94,0.14,-0.034052549,277.5793762,116749700
2019/8/9,557587800,96.9954,17.9865,2.0625,33.97,3.207,2.4,281.05,15.8242,2.69775,52.72,0.086,-0.034,2.467,100.5574,104.3612,3.6,1.733999968,105.8740005,7646.27002,97.48999786,1496.599976,20.75,0.11,-0.034052549,276.6308289,93730000
2019/8/16,591597576,104.0502,18.8916,2.1426,34.03,3.3001,2.13,259.5,17.1133,2.13588,54.87,-0.687,-0.235,1.478,99.3734,104.7019,3.6,1.539000034,106.0830002,7604.109863,98.13999939,1512.5,24.25,0.07,-0.034052549,274.0031738,83018300
2019/8/23,700619550,104.1922,18.6162,2.1118,34.03,3.2525,2.12,253,17.425,2.14438,54.17,-0.677,-0.238,1.534,99.3522,104.7459,3.6,1.527999997,106.4680023,7464.990234,97.63999939,1526.599976,20.37,0.01,-0.034052549,270.2087708,149161500
2019/8/30,532980531,104.4319,19.1829,2.1712,34.01,3.3425,2.13,253.3,18.3759,2.13763,55.1,-0.702,-0.276,1.507,99.5604,104.7888,3.6,1.506000042,106.4380035,7691,98.91999817,1519.099976,24.15,0,-0.034052549,277.4181824,62901200
2019/9/6,532980531,104.4319,19.1829,2.1712,34.01,3.3425,2.13,253.3,18.3759,2.13763,55.1,-0.702,-0.276,1.507,99.5604,104.7888,3.6,1.549999952,107.0719986,7852.540039,98.38999939,1506.199951,20.29,0.02,-0.021988479,282.7302856,49584300
2019/9/13,491998481,102.2556,19.6991,2.2288,34,3.4347,2.14,268.1,17.4445,2.13938,54.85,-0.45,-0.161,1.802,100.6681,105.4488,3.6,1.902999997,108.1760025,7892.950195,98.26000214,1490.900024,18.09,0.11,-0.021988479,285.6139832,62104800
2019/9/20,1610555637,103.4545,19.5989,2.2175,34,3.4172,1.9,259,17.991,2.13463,58.09,-0.523,-0.214,1.686,100.2718,105.3335,3.6,1.754999995,108.0410004,7823.549805,98.51000214,1507.300049,18.57,0.05,-0.021988479,284.255127,89565000
2019/9/27,477747416,103.1881,19.4801,2.195,33.98,3.3886,1.83,259.75,17.5409,2.09863,55.91,-0.575,-0.242,1.633,99.5747,105.0487,3.6,1.674999952,107.7559967,7681.580078,99.11000061,1499.099976,19.88,0.06,-0.021988479,281.5105591,84746600
2019/10/4,401127827,98.9833,18.9957,2.1661,34.05,3.3468,2.41,292.55,15.2395,2.6035,64.61,-0.027,-0.06,2.322,101.881,105.2373,3.63,1.514999986,106.8259964,7754.100098,98.80999756,1506.199951,20.7,0.12,0.030817417,280.5099487,65091200
2019/10/11,401127827,98.9833,18.9957,2.1661,34.05,3.3468,2.41,292.55,15.2395,2.6035,64.61,-0.027,-0.06,2.322,101.881,105.2373,3.63,1.751999974,107.8799973,7843.879883,98.30000305,1482.699951,20.04,0.13,0.030817417,282.3491516,98720400
2019/10/18,629007999,103.167,19.6734,2.1933,33.86,3.3526,1.85,263.6,17.5525,1.95325,53.78,-0.384,-0.143,1.576,100.1336,105.1887,3.63,1.746999979,108.5810013,7868.490234,97.27999878,1488.199951,17.29,0.18,0.030817417,283.9597168,64304000
2019/10/25,464691325,103.3004,19.9114,2.22,33.86,3.3934,1.83,267.55,18.0395,1.92813,56.66,-0.364,-0.145,1.621,100.6364,105.3958,3.63,1.800999999,108.6060028,8029.220215,97.83000183,1499.5,15.62,0.17,0.030817417,287.4190369,45205400
2019/11/1,543311944,96.5663,17.2355,1.9775,34.03,3.0657,2.4,266.2,15.597,2.78731,51.59,0.237,0.011,2.543,100.5399,104.4413,3.63,1.728000045,107.9960022,8161.169922,97.23999786,1508,15.36,0.17,0.162827663,291.7455139,71141500
2019/11/8,543311944,96.5663,17.2355,1.9775,34.03,3.0657,2.4,266.2,15.597,2.78731,51.59,0.237,0.011,2.543,100.5399,104.4413,3.63,1.932999969,109.2740021,8255.889648,98.34999847,1461.300049,15.12,0.26,0.162827663,294.4139709,49032100
2019/11/15,579104868,103.0601,20.5716,2.2891,33.87,3.4955,1.55,263.8,16.9629,1.90263,57.72,-0.336,-0.078,1.611,100.5648,105.4281,3.63,1.833999991,108.4919968,8315.519531,98,1467.300049,19.19,0.23,0.162827663,297.1299438,62023600
2019/11/22,418027927,103.6562,20.5601,2.2834,33.81,3.487,1.55,264.8,17.022,1.91725,57.77,-0.36,-0.084,1.629,100.5839,105.4088,3.63,1.774000049,108.5849991,8272.049805,98.26999664,1463.099976,17.38,0.16,0.162827663,296.3389587,44850200
2019/11/29,286602291,103.5494,20.8037,2.3059,33.78,3.5204,1.56,264.2,17.03,1.9055,55.17,-0.362,-0.082,1.614,100.5108,105.3737,3.63,1.776000023,109.512001,8403.679688,98.26999664,1465.599976,17.77,0.17,0.162827663,299.5314331,36592700
2019/12/6,410704592,100.7902,19.022,2.1561,34.07,3.305,2.37,265.4,14.7792,2.42788,51.14,-0.238,-0.117,1.88,100.8799,104.8225,3.63,1.842000008,108.737999,8397.370117,97.69999695,1459.099976,16.06,0.23,0.114003075,300.065033,48927000
2019/12/13,505261345,104.0252,20.9983,2.3255,33.77,3.5543,1.55,278.05,16.9326,1.89963,60.07,-0.291,-0.026,1.607,101.4632,106.0263,3.63,1.819000006,109.413002,8487.709961,97.16999817,1475.599976,15.51,0.21,0.114003075,302.3998718,81503900
2019/12/20,1760995206,103.9261,21.3456,2.364,33.77,3.6131,1.55,281.1,17.1984,1.93475,60.44,-0.254,0.007,1.63,102.1023,106.428,3.63,1.917000055,109.3830032,8678.490234,97.70999908,1474.699951,13.66,0.29,0.114003075,307.1522827,147142100
2019/12/27,335876636,103.9795,21.5183,2.3798,33.8,3.6462,1.55,283.65,17.7675,1.94463,61.72,-0.258,-0.009,1.584,101.7779,106.2366,3.63,1.873999953,109.5419998,8770.980469,96.91999817,1513.800049,14.66,0.29,0.114003075,309.1920776,42528800
2020/1/3,335876636,103.9795,21.5183,2.3798,33.8,3.6462,1.55,283.65,17.7675,1.94463,61.72,-0.258,-0.009,1.584,101.7779,106.2366,3.6,1.787999988,108.5429993,8793.900391,96.83999634,1549.199951,15.86,0.27,0.088153409,308.7611694,77709700
2020/1/10,587527756,113.3063,26.308,2.5133,33.81,3.7294,0.09,286.55,23.7929,0.234,38.72,-0.536,0.011,0.129,100.0622,105.8278,3.6,1.825000048,109.5070038,8966.639648,97.36000061,1557.5,15.03,0.27,0.088153409,311.9214783,53029300
2020/1/17,718131260,104.3807,21.4866,2.393,33.45,3.5836,1.55,284.55,18.0412,1.81913,58.54,-0.216,-0.003,1.56,101.8985,106.4533,3.6,1.835999966,110.1750031,9173.730469,97.61000061,1558.800049,14.44,0.26,0.088153409,317.8972778,95846000
2020/1/24,558038749,105.0938,21.2627,2.3684,33.45,3.5462,1.55,268.4,18.1002,1.79538,54.19,-0.336,-0.027,1.496,101.4012,106.076,3.6,1.680999994,109.552002,9141.469727,97.84999847,1571.099976,18.58,0.21,0.088153409,314.8519592,87578400
2020/1/31,875679107,106.1278,20.8087,2.3164,33.47,3.4695,1.59,251.7,18.0425,1.75113,51.56,-0.436,-0.072,1.316,101.1091,105.9973,3.6,1.519999981,108.8769989,8991.509766,97.38999939,1582.900024,23.41,0.18,0.088153409,308.1100464,113845600
2020/2/7,587877738,110.5674,23.8342,2.3172,33.61,3.5358,0.09,273.35,17.9566,0.30375,40.65,-0.43,0.029,0.154,97.7674,103.7009,3.6,1.577999949,109.9680023,9401.099609,98.68000031,1568.599976,20.17,0.18,-0.06100688,318.1367493,64139400
2020/2/14,476855596,105.7768,21.8119,2.4266,33.46,3.6347,1.58,259.95,17.7413,1.69175,52.05,-0.402,-0.032,1.43,101.3509,106.2312,3.6,1.588000059,109.7580032,9623.580078,99.12000275,1582.699951,17.39,0.17,-0.06100688,323.308136,64582200
2020/2/21,680523110,106.3657,21.5389,2.3955,33.46,3.589,1.58,260.8,18.489,1.67925,53.38,-0.432,-0.06,1.356,100.8729,106.0827,3.6,1.470999956,111.9540024,9446.69043,99.26000214,1644.599976,18.23,0.12,-0.06100688,319.3625488,113788200
2020/2/28,1663860666,107.1064,19.0804,2.1205,33.45,3.1765,1.58,254.6,16.665,1.46275,44.76,-0.609,-0.159,0.915,99.0546,104.8601,3.6,1.126999974,109.6600037,8461.830078,98.12999725,1564.099976,32.67,0.27,-0.06100688,283.7182007,384975800
2020/3/6,664131047,108.6502,21.4987,2.2567,33.4,3.5763,0.06,248.75,17.652,0.32663,37.29,-0.356,0.011,0.191,96.6829,102.7473,3.6,0.70599997,106.2480011,8530.339844,95.94999695,1670.800049,26.42,0.25,-0.340723739,284.8674011,228667200
2020/3/13,1377727520,101.8327,17.5232,1.9458,33.45,2.9156,1.1,247.4,14.7206,0.84313,31.73,-0.548,0.02,0.494,93.954,100.9065,3.6,0.950999975,104.6100006,7995.259766,98.75,1515.699951,54.18,0.45,-0.340723739,257.9186707,329566100
2020/3/20,1712397273,103.3854,14.8978,1.6543,33.45,2.4788,0.15,219.05,12.6173,1.20413,22.43,-0.326,0.064,0.315,91.917,99.7444,3.6,0.938000023,111.2910004,6994.290039,102.8199997,1484,49.68,0.55,-0.340723739,220.4025116,347158800
2020/3/27,916669339,107.3027,16.4258,1.8241,33.45,2.7346,0.1,219.7,14.4683,1.45013,21.51,-0.479,0.006,0.245,94.5813,100.9946,3.6,0.749000013,109.1090012,7588.370117,98.37000275,1623.900024,48.49,0.47,-0.340723739,244.1188812,224341200
2020/4/3,852867217,108.2842,20.2252,2.246,33.45,3.366,1.09,259.3,17.216,1.00063,46.78,-0.641,-0.132,0.696,99.2554,104.8138,3.8,0.587000012,108.0009995,7528.109863,100.5800018,1633.699951,35.51,0.39,-0.786207414,239.0808411,135561200
2020/4/10,852867217,108.2842,20.2252,2.246,33.45,3.366,1.09,259.3,17.216,1.00063,46.78,-0.641,-0.132,0.696,99.2554,104.8138,3.8,0.728999972,108.560997,8238.530273,99.51999664,1736.199951,32.82,0.5,-0.786207414,267.9894409,189999200
2020/4/17,959584402,107.7758,19.5937,2.072,33.54,3.2542,0.05,234.45,15.178,1.109,18.27,-0.475,0.017,0.205,95.2907,101.8072,3.8,0.653999984,107.9449997,8832.410156,99.77999878,1689.199951,29.09,0.45,-0.786207414,276.1196594,146684800
2020/4/24,718657747,109.1967,19.357,2.0443,33.53,3.2115,0.05,233.7,15.2535,0.88713,16.94,-0.476,-0.025,0.226,96.1871,102.1805,3.8,0.596000016,107.6669998,8786.599609,100.3799973,1723.5,30.74,0.38,-0.786207414,272.5843506,85063200
2020/5/1,718657747,109.1967,19.357,2.0443,33.53,3.2115,0.05,233.7,15.2535,0.88713,16.94,-0.476,-0.025,0.226,96.1871,102.1805,3.8,0.64200002,107.2850037,8718.179688,98.80000305,1694.5,26.72,0.44,-0.641666416,272.4109802,125180000
2020/5/8,571356958,113.2102,25.2807,2.4586,33.61,3.747,0.1,291.7,26.9588,0.242,42.19,-0.507,0.006,0.118,99.3694,105.2167,3.8,0.681999981,106.3590012,9220.349609,99.73000336,1709.900024,27.38,0.53,-0.641666416,281.7067566,76452400
2020/5/15,1024342720,108.8921,19.6306,2.0665,33.42,3.2736,0.05,233.35,16.6109,0.3805,29.43,-0.533,-0.008,0.147,95.8352,102.2604,3.8,0.639999986,107.3649979,9152.639648,100.4000015,1753.400024,30.25,0.48,-0.641666416,275.7728271,111146300
2020/5/22,452308586,109.0265,20.2683,2.134,33.42,3.3812,0.05,240.9,17.2133,0.36925,33.25,-0.49,-0.009,0.17,95.9829,102.4499,3.8,0.657000005,107.6309967,9413.990234,99.86000061,1734.599976,35.28,0.49,-0.641666416,284.5966492,63958200
2020/5/29,1607090388,109.1161,20.872,2.1979,33.43,3.4823,0.05,242.55,17.8655,0.344,35.49,-0.449,-0.003,0.163,95.9634,102.4312,3.8,0.648000002,107.6429977,9555.530273,98.33999634,1736.900024,33.99,0.49,-0.641666416,293.1506958,119090800
2020/6/5,596637737,108.1127,19.5334,2.0522,33.48,3.2271,0.05,235.25,14.8528,0.44763,23.99,-0.509,-0.031,0.18,96.0753,102.2214,3.8,0.903999984,109.1500015,9824.389648,96.94000244,1676.199951,24.93,0.69,4.475729777,307.6194153,150524700
